ogc_fid,objectid,pid,Folio,true_site_addr,true_site_unit,true_site_city,true_site_zip_code,true_mailing_addr1,true_mailing_addr2,true_mailing_addr3,true_mailing_city,true_mailing_state,true_mailing_zip_code,true_mailing_country,Ownership,true_owner1,true_owner2,true_owner3,Owner Categories,condo_flag,parent_folio,dor_code_cur,dor_desc,subdivision,bedroom_count,bathroom_count,half_bathroom_count,floor_count,unit_count,building_actual_area,building_heated_area,lot_size,year_built,assessment_year_cur,assessed_val_cur,dos_1,price_1,legal,Field2,Unnamed: 40,camp_ownership,camp_categories,exclude
32522,32522,11592,132310200080,1215 NE 2 AVE,,Miami,33132-1507,1000 NW 111 AVE,,,MIAMI,FL,33172-5800,,State of Florida,STATE OF FLORIDA,DOT,,Governmental,N,,8099,VACANT GOVERNMENTAL : STATE,13231020.0,0,0,0,0,0,0,0,5200.0,0,2020,1485147,20050601.0,0.0,WINDSOR PARK PB 4-104 LOT 5 BLK 2 LOT SIZE SITE VALUE COC 23510-4295 06 2005 3,2,,State of Florida,Governmental,
398336,398336,405132,3050320150080,10221 SW 184 ST,,Unincorporated County,33157-6809,3800 NW 22 AVE,,,MIAMI,FL,33142,USA,Habitat for Humanity,HABITAT FOR HUMANITY OF,GREATER MIAMI INC,,Institutional,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,305032015.0,0,0,0,0,0,0,0,5200.0,0,2020,51480,20180606.0,100.0,32 55 40 MIDWAY PB 3-177 LOT 9 LESS S15FT LOT SIZE 40 X 130,2,,Habitat for Humanity,Institutional,
244496,244496,537144,3022180390041,,,Unincorporated County,33162-0000,111 NW 1ST STEET STE 2460,,,MIAMI,FL,33128,USA,Miami-Dade County,MIAMI-DADE COUNTY,ISD R/E MGMT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,302218039.0,0,0,0,0,0,0,0,5187.0,0,2020,46683,20190130.0,0.0,GAMBACH SUB PB 107-88 S1/2 OF LOT 4 BLK 1 LOT SIZE 75.180 X 69 OR 13669-1341 0588 3 OR 31307-4620,2,,Miami-Dade County,Governmental,
161815,161815,9234,1078130390040,203 SW 4 ST,,Homestead,33030-7109,212 NW 1ST AVE,,,HOMESTEAD,FL,33030,USA,Community Redevelopment Agency,CITY OF HOMESTEAD,ATTN CRA DIRECTOR,HOMESTEAD ECONOMIC REBUILDING ORG,Governmental,N,,8066,VACANT GOVERNMENTAL : EXTRA FEA OTHER THAN PARKING,107813039.0,0,0,0,0,0,0,0,5180.0,0,2020,39976,19950401.0,17000.0,IDA LOGANS SUB PB 3-142 LOTS 4 & 5 LESS N5FT FOR ST LOT SIZE 70.000 X 74 OR 17527-3797 1296 3,2,,Community Redevelopment Agency,Governmental,
160854,160854,46777,1078130040920,704 SW 7 ST,,Homestead,33030-6995,212 NW 1ST AVE,,,HOMESTEAD,FL,33030,USA,Community Redevelopment Agency,CITY OF HOMESTEAD,ATTN CRA DIRECTOR,HOMESTEAD ECONOMIC REBUILDING ORG,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,107813004.0,0,0,0,0,0,0,0,5160.0,0,2020,18593,20050701.0,0.0,CENTRAL COMMERCIAL HOMESTEAD PB 41-83 LOT 14 BLK 3 LOT SIZE 40.000 X 129 COC 23636-4387 07 2005 3,2,,Community Redevelopment Agency,Governmental,
266709,266709,499018,3031160094890,2910 NW 59 ST,,Unincorporated County,33142-2251,701 NW 1 CT STE 1400,,,MIAMI,FL,33136,,Miami-Dade County,MIAMI DADE COUNTY,PUBLIC HOUSING COMM DEV (PHCD),OVERTOWN TRANSIT VILLAGE NORTH,Governmental,N,,8066,VACANT GOVERNMENTAL : EXTRA FEA OTHER THAN PARKING,303116009.0,0,0,0,0,0,0,0,5160.0,0,2020,31267,20171103.0,0.0,HIALEAH HGTS PB 28-24 LOT 14 BLK 20 LOT SIZE 40.000 X 129 OR 14269-1867 0989 4,2,,Miami-Dade County,Governmental,
266695,266695,290515,3031160094740,2967 NW 59 ST,,Unincorporated County,33142-2250,701 NW 1 CT 16TH FL,,,MIAMI,FL,33136,USA,Miami-Dade County,MIAMI DADE COUNTY,PHCD,,Governmental,N,,8047,VACANT GOVERNMENTAL : DADE COUNTY,303116009.0,0,0,0,0,0,0,0,5160.0,0,2020,14661,20130917.0,0.0,HIALEAH HGTS PB 28-24 LOT 26 BLK 19 LOT SIZE 40.000 X 129 OR 20496-1940 0602 1,2,,Miami-Dade County,Governmental,
266678,266678,526194,3031160094600,2948 NW 60 ST,,Unincorporated County,33142-2257,111 NW 1 ST STE 2460,,,MIAMI,FL,33128,,Miami-Dade County,MIAMI DADE COUNTY,ISD R/E MGMT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,303116009.0,0,0,0,0,0,0,0,5160.0,0,2020,16581,20141107.0,0.0,16 53 41 HIALEAH HGTS PB 28-24 LOT 8 BLK 19 LOT SIZE 40.000 X 129 OR 10720-864 0480 1 COC 22848-3412 06 2004 5,2,,Miami-Dade County,Governmental,
266325,266325,316712,3031160091240,,,Unincorporated County,33142-2232,701 NW 1 CT 14FL,,,MIAMI,FL,33136,,Miami-Dade County,MIAMI DADE COUNTY,PHCD DEPT,,Governmental,N,,8047,VACANT GOVERNMENTAL : DADE COUNTY,303116009.0,0,0,0,0,0,0,0,5160.0,0,2020,14661,19981001.0,47000.0,16 53 41 HIALEAH HGTS PB 28-24 LOT 18 BLK 5 LOT SIZE 40.000 X 129 OR 18361-2840 1098 1,2,,Miami-Dade County,Governmental,
266303,266303,104127,3031160091020,,,Unincorporated County,33142-0000,111 NW 1 ST STE 2460,,,MIAMI,FL,33128-1929,,Miami-Dade County,MIAMI DADE COUNTY,GSA-R/E MGMT,,Governmental,N,,8047,VACANT GOVERNMENTAL : DADE COUNTY,303116009.0,0,0,0,0,0,0,0,5160.0,0,2020,14661,20030801.0,10000.0,HIALEAH HGTS PB 28-24 LOT 25 BLK 4 LOT SIZE 40.000 X 129 OR 26134-3637 122007 3,2,,Miami-Dade County,Governmental,
160855,160855,44745,1078130040930,710 SW 7 ST,,Homestead,33030-6995,111 NW 1 ST STE 2460,,,MIAMI,FL,33128-1929,,Miami-Dade County,MIAMI DADE COUNTY,GSA-R/E MGMT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,107813004.0,0,0,0,0,0,0,0,5160.0,0,2020,18593,20040201.0,10500.0,CENTRAL COMMERCIAL HOMESTEAD PB 41-83 LOT 15 BLK 3 OR 26134-3637 122007 3,2,,Miami-Dade County,Governmental,
160850,160850,214400,1078130040880,652 SW 7 ST,,Homestead,33030-6933,111 NW 1 ST STE 2460,,,MIAMI,FL,33128,USA,Miami-Dade County,MIAMI DADE COUNTY,ISD RE MGMT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,107813004.0,0,0,0,0,0,0,0,5160.0,0,2020,18593,20150511.0,0.0,CENTRAL COMMERCIAL HOMESTEAD PB 41-83 LOT 10 BLK 3 LOT SIZE 40.000 X 129 COC 24007-1083 11 2005 4,2,,Miami-Dade County,Governmental,
160835,160835,175042,1078130040720,853 SW 7 ST,,Homestead,33030-6935,111 NW 1 ST STE 2460,,,MIAMI,FL,33128-1929,,Miami-Dade County,MIAMI-DADE COUNTY,GSA R/E MGMT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,107813004.0,0,0,0,0,0,0,0,5160.0,0,2020,16734,20040201.0,0.0,CENTRAL COMMERCIAL HOMESTEAD PB 41-83 LOT 22 BLK 2 LOT SIZE 40.000 X 129 COC 22111-4633 02 2004 3,2,,Miami-Dade County,Governmental,
266343,266343,408780,3031160091460,,,Unincorporated County,33142-0000,1480 NW 87 TERR,,,MIAMI,FL,33147-3215,,Religious Organization,CHURCH OF GOD EVANGELIST CENTER,,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,303116009.0,0,0,0,0,0,0,0,5160.0,0,2020,14661,19761101.0,18500.0,HIALEAH HGTS PB 28-24 LOT 11 BLK 6 LOT SIZE 40.000 X 129 OR 9512 1331,2,,Religious Organization,Institutional,
156734,156734,172892,940250280230,,,South Miami,33143-0000,6669 SW 59 PL,,,SOUTH MIAMI,FL,33143-3511,USA,Religious Organization,ERSHAD CENTER INC,,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,94025028.0,0,0,0,0,0,0,0,5160.0,0,2020,60328,20060301.0,0.0,LARKINS TOWNSITE PB 2-105 LOT 12 BLK 2 LOT SIZE 43.000 X 120 COC 24405-0510 03 2006 4,2,,,,
123683,123683,81493,431170110860,,,Hialeah,33010-0000,441 E 12 ST,,,HIALEAH,FL,33010-3649,,Religious Organization,IGLESIA C LA GLORIA DE DIOS A/D,% ANGELO P DEMOS,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,43117011.0,0,0,0,0,0,0,0,5160.0,0,2020,79522,19961001.0,250000.0,8TH ADD TO HIALEAH PB 9-11 LOT 22 BLK 5-E LOT SIZE 40.00 X 129.00 OR 17396-4442 1096 2 (3),2,,Religious Organization,Institutional,
263215,263215,221535,3031120231020,453 NW 81 ST,,Unincorporated County,33150-2810,450 NW 82 ST,,,MIAMI,FL,33150,,Religious Organization,NEW EVANGEL MISSIONARY CHU OF GOD,NOUVELLE EGLISE DE DIEU MISS EVAN,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,303112023.0,0,0,0,0,0,0,0,5150.0,0,2020,20150,20090902.0,42000.0,BELLCAMP MANOR PB 11-33 LOT 10 BLK 7 LOT SIZE 50.000 X 103 OR 15730-0724 1092 5 COC 25746-3246 06 2007 1,2,,Religious Organization,Institutional,
6396,6396,554479,131140211020,1135 NW 62 ST,,Miami,33150-4218,1140 NW 62 ST,,,MIAMI,FL,33150-4219,,Religious Organization,MOUNT CALVARY CHURCH INC,,,Institutional,N,,1081,VACANT LAND - COMMERCIAL : VACANT LAND,13114021.0,0,0,0,0,0,0,0,5150.0,0,2020,51500,20020301.0,47000.0,WOODMERE PB 14-11 LOTS 14 & 15 LESS S15FT FOR R/W BLK 5 & S1/2 OF ALLEY LYG N & ADJ CLOSED PER ORD #13492 LOT SIZE 5150 SQ FT M/L,2,,Religious Organization,Institutional,
255641,255641,432037,3031030310090,,,Unincorporated County,33147-3543,2330 NW 93 ST,,,MIAMI,FL,33147,,Religious Organization,93 STREET COMM MISS BAT CHURCH,,,Institutional,N,,2865,PARKING LOT/MOBILE HOME PARK : PARKING LOT,303103031.0,0,0,0,0,0,0,0,5120.43,0,2020,31776,19990501.0,30000.0,WEST LITTLE RIVER TR NO 2 PB 24-8 LOT 14 & W10FT OF LOT 13 BLK 1 LOT SIZE 59.540 X 86 OR 18654-2060 0599 1,1,,Religious Organization,Institutional,
27557,27557,560718,131360930030,,,Miami,,444 SW 2 AVE,,,MIAMI,FL,33130,USA,City of Miami,CITY OF MIAMI,,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,13136093.0,0,0,0,0,0,0,0,5113.0,0,2020,920340,20180712.0,100.0,JERSY PB 170-024 T-23175 TR C LOT SIZE 5113 SQ FT M/L FAU 01-3136-008-0080 0110 0130 & 0140 0141 0170 0180 0190 & 0220,2,,City of Miami,Governmental,
30172,30172,3616,132180040920,411 NE 69 ST,,Miami,33138-5626,444 SW 2 AVE STE #325,,,MIAMI,FL,33130-1910,,City of Miami,CITY OF MIAMI-DEPT OF P&D,ASSET MANAGEMENT DIVISION,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,13218004.0,0,0,0,0,0,0,0,5100.0,0,2020,27511,,,BAYWOOD PB 5-85 LOT 9 BLK 5 LOT SIZE 50.000 X 102,2,,City of Miami,Governmental,
473838,473838,102763,3069130110260,,,Unincorporated County,33170-0000,3071 SW 38 AVE,,,MIAMI,FL,33146-1520,,Miami-Dade County,MIAMI-DADE COUNTY,WATER AND SEWER,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,306913011.0,0,0,0,0,0,0,0,5100.0,0,2020,16426,19880501.0,5000.0,SILVER PALM PARK PB 25-13 LOT 10 BLK 2 LOT SIZE 50.000 X 102 OR 14294-2209 1089 3,2,,Miami-Dade County,Governmental,
6486,6486,483872,131140250030,6190 NW 11 AVE,,Miami,33127-1026,1140 NW 62 ST,,,MIAMI,FL,33150-4219,,Religious Organization,MOUNT CALVARY BAPTIST CHURCH,,,Institutional,N,,1081,VACANT LAND - COMMERCIAL : VACANT LAND,13114025.0,0,0,0,0,0,0,0,5100.0,0,2020,15743,,,14 53 41 .12 AC REV PL OF NORTHWOOD PB 33-72 N50FT OF S108FT OF E102.43FT MORE OR LESS OF TR 1-A LOT SIZE 50.000 X 102 OR 11272-1166 1181 5,2,,Religious Organization,Institutional,
6698,6698,167799,131140290271,799 NW 54 ST,,Miami,33127-1857,787 NW 54 ST,,,MIAMI,FL,33127,USA,Religious Organization,BETHANY BAPTIST CHURCH OF,MIAMI INC,,Institutional,N,,9163,UTILITY : UTILITY,13114029.0,0,0,0,1,0,299,299,5099.0,1992,2020,78160,20141230.0,95000.0,INDIANA PARK PB 21-67 LOTS 20 & 21 & N28.5FT OF W3.5FT OF LOT 22 BLK 3 LOT SIZE IRREGULAR OR 16890-2109 0795 4,1,,Religious Organization,Institutional,
85161,85161,477230,341190041901,5440 GRANADA BLVD,,Coral Gables,33146-0000,405 BILTMORE WAY,,,MIAMI,FL,33134,,City of Coral Gables,CITY OF CORAL GABLES,,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,34119004.0,0,0,0,0,0,0,0,5097.0,0,2020,169843,,,PB 28-44 CORAL GABLES RIVIERA SEC 3 REV A PORT OF LOTS 44-45 & 46 BLK 85 DESC- BEG MOST ELY COR OF LOT 44 TH S 50 DEG W A DIST OF 70.96FT N 39 DEG W A DIST OF 71.41FT N 50 DEG E72.09FT SELY & SELY71.42FT TO POB LOT SIZE 5097 SQUARE FEET,2,,City of Coral Gables,Governmental,
277381,277381,595237,3040020094182,,,Unincorporated County,33126-4164,1000 NW 111 AVE,,,MIAMI,FL,33172-5800,,State of Florida,STATE OF FLORIDA,DOT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,304002009.0,0,0,0,0,0,0,0,5096.0,0,2020,5096,20050701.0,0.0,WINONA PARK 1ST ADDN PB 17-49 LOTS 7 & 8 BLK 43 LESS PORT LYG IN R/W LOT SIZE 5096 SQ FT M/L COC 25371-1856 07 2005 3,2,,State of Florida,Governmental,
541928,541928,567707,3421100010378,,,Miami Gardens,,1956 NW 183 ST,,,MIAMI GARDENS,FL,33056,USA,Religious Organization,MONUMENT OF FAITH INC,,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,,0,0,0,0,0,0,0,5085.0,0,2020,12181,20100505.0,0.0,SUNNY ISLES INLAND PB 44-69 W 1/3 OF N1/2 OF LOT 4 BLK 2 LOT SIZE 50 X 101.67 FAU 34 2110 001 0380,2,,Religious Organization,Institutional,
5352,5352,87200,131130651650,153 NE 58 TER,,Miami,33137-2059,5832 NE 2 AVE,,,MIAMI,FL,33137-2027,,Religious Organization,FIRST INTERDENOMINATIONAL,HAITIAN CHURCH INC,,Institutional,N,,66,VACANT RESIDENTIAL : EXTRA FEA OTHER THAN PARKING,13113065.0,0,0,0,0,0,0,0,5075.0,0,2020,25954,19990201.0,0.0,DIXIE HIGHWAY TR PB 5-24 LOT 11 BLK 11 LOT SIZE 59.70 X 85 OR 18510-1412 02 1999 4,2,,Religious Organization,Institutional,
15647,15647,228933,131250290910,2520 NW 1 AVE,,Miami,33127-0000,9401 BISCAYNE BLVD,,,MIAMI SHORES,FL,33138-2970,,Archdiocese of Miami,JOHN C FAVALORA,,,Institutional,N,,2865,PARKING LOT/MOBILE HOME PARK : PARKING LOT,13125029.0,0,0,0,0,0,0,0,5064.0,0,2020,68252,19960201.0,0.0,DONMOORE VILLA AMD PL PB 6-7 LOT 1 LESS EXT AREA OF CURVE IN NE COR FOR R/W BLK 5 OR 17102-2458 0296 5,1,,,,
28063,28063,115771,132070150131,555 NE 82 TER,,Miami,33138-4008,8288 BISCAYNE BLVD,,,MIAMI,FL,33138-4155,,Religious Organization,HOPE CHURCH OF THE NAZARENE INC,,,Institutional,N,,2865,PARKING LOT/MOBILE HOME PARK : PARKING LOT,13207015.0,0,0,0,0,0,0,0,5063.0,0,2020,44119,19920601.0,275000.0,7 53 42 WEST SHORE CREST PB 10-67 LOT 16 BLK 1 LOT SIZE 5063 SQUARE FEET OR 15579-2453 0692 2,1,,Religious Organization,Institutional,
263181,263181,145267,3031120230750,285 NW 82 ST,,Unincorporated County,33150-2985,111 NW 1 ST STE 2460,,,MIAMI,FL,33128,,Miami-Dade County,MIAMI DADE COUNTY,ISD RE MGMT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,303112023.0,0,0,0,0,0,0,0,5050.0,0,2020,29526,20151113.0,0.0,BELLCAMP MANOR PB 11-33 LOT 16 LESS S10FT M/L LYG IN R/W BLK 5 LOT SIZE 50.000 X 101 OR 19700-1616 0501 6 COC 24583-2326 05 2006 4,2,,Miami-Dade County,Governmental,
269194,269194,541898,3031220050120,2510 NW 51 ST,,Unincorporated County,33142-3672,1701 ROBIE AVE,,,MOUNT DORA,FL,32757,USA,Religious Organization,BETHANY SEVENTH DAY,ADVENTIST CHURCH,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,303122005.0,0,0,0,0,0,0,0,5046.0,0,2020,20313,19911001.0,10000.0,JOHNSON HGTS PB 41-91 LOT 2 BLK 3 LOT SIZE 58.000 X 87 OR 15309-2691-2693 1091 1,2,,Religious Organization,Institutional,
161719,161719,507457,1078130360980,544 SW 6 AVE,,Homestead,33030-7150,111 NW 1 ST STE 2460,,,MIAMI,FL,33128,USA,Miami-Dade County,MIAMI-DADE COUNTY,ISD R/E MGMT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,107813036.0,0,0,0,0,0,0,0,5044.0,0,2020,16544,19941101.0,0.0,LINCOLN PARK ADD TO HOMESTEAD PB 6-185 LOTS 11 & 12 BLK 6 LOT SIZE 52.000 X 97 CLERKS #94A01168 0995 OR 20332-3786 0302 3,2,,Miami-Dade County,Governmental,
261895,261895,152837,3031110280320,1245 NW 71 ST,,Unincorporated County,33147-7022,1450 NE 2 AVE,,,MIAMI,FL,33132-1308,,School Board,DADE COUNTY SCHOOL BOARD,,,Governmental,N,,8066,VACANT GOVERNMENTAL : EXTRA FEA OTHER THAN PARKING,303111028.0,0,0,0,0,0,0,0,5040.0,0,2020,26024,19960701.0,54000.0,LIBERTY PLAZA PB 42-99 LOT 14 BLK 3 LOT SIZE 60.000 X 84 OR 17257-2415 0796 3,2,,School Board,Governmental,
261888,261888,35744,3031110280160,1245 NW 71 TER,,Unincorporated County,33147-7032,1450 NE 2 AVE,,,MIAMI,FL,33132-1308,,School Board,DADE COUNTY SCHOOL BOARD,,,Governmental,N,,8348,BOARD OF PUBLIC INSTRUCTION : BOARD OF PUBLIC INSTRUCTION,303111028.0,2,1,0,1,1,1069,1069,5040.0,1941,2020,79905,,,LIBERTY PLAZA PB 42-99 LOT 16 BLK 1 LOT SIZE 60.000 X 84 OR 17210-976 0596,1,,School Board,Governmental,
3080,3080,118215,131130060050,137 NE 68 TER,,Miami,33138-5445,701 NW 1 CT,16TH FLOOR,,MIAMI,FL,33136,USA,Miami-Dade County,MIAMI-DADE COUNTY,MIAMI DADE HOUSING AGENCY,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,13113006.0,0,0,0,0,0,0,0,5040.0,0,2020,26208,19740301.0,152000.0,PRAMAR SUB PB 8-110 LOT 7 LESS S6FT FOR ST LOT SIZE 60.000 X 84,2,,Miami-Dade County,Governmental,
2842,2842,62935,131120650440,126 NE 76 ST,,Miami,33138-4929,7561 NE 1 AVE,,,MIAMI,FL,33138-4325,,Religious Organization,HOPE EVANGELICAL MINISTRY INC,,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,13112065.0,0,0,0,0,0,0,0,5018.0,0,2020,16269,19951201.0,0.0,ROSE LAWN PK A SUB PB 9-121 LOT 1 BLK 5 LOT SIZE 5018 SQUARE FEET OR 17044-2099 1295 4,2,,Religious Organization,Institutional,
52976,52976,385700,141100630240,1501 SW 9 ST,,Miami,33135-5221,444 SW 2 AVE,,,MIAMI,FL,33130-1910,,City of Miami,CITY OF MIAMI,,,Governmental,N,,81,VACANT RESIDENTIAL : VACANT LAND,14110063.0,0,0,0,0,0,0,0,5014.0,0,2020,83047,20001001.0,0.0,SHENANDOAH PB 8-90 S80.4FT OF LOT 6 BLK 2 LOT SIZE 62.670 X 80 OR 21331-372 0503 3,2,,City of Miami,Governmental,
84910,84910,409277,341190015280,,,Coral Gables,33146-0000,PO BOX 141549,,,CORAL GABLES,FL,33114-1549,USA,City of Coral Gables,CITY OF CORAL GABLES,,,Governmental,N,,81,VACANT RESIDENTIAL : VACANT LAND,34119001.0,0,0,0,0,0,0,0,5000.0,0,2020,250062,20191007.0,1137500.0,CORAL GABLES COUNTRY CLUB SEC 5 PB 23-55 LOT 14 BLK 100 LOT SIZE 50.000 X 100 73R-128871,2,,City of Coral Gables,Governmental,
84909,84909,424206,341190015270,,,Coral Gables,33146-0000,PO BOX 141549,,,CORAL GABLES,FL,33114-1549,USA,City of Coral Gables,CITY OF CORAL GABLES,,,Governmental,N,,81,VACANT RESIDENTIAL : VACANT LAND,34119001.0,0,0,0,0,0,0,0,5000.0,0,2020,250062,20191007.0,1137500.0,CORAL GABLES COUNTRY CLUB SEC 5 PB 23-55 LOT 13 BLK 100 LOT SIZE 50.000 X 100,2,,City of Coral Gables,Governmental,
184784,184784,516470,1678240071340,434 NW 1 ST,,Florida City,33034-3304,404 WEST PALM DR,,,FLORIDA CITY,FL,33034-3346,,City of Florida City,CITY OF FLORIDA CITY,,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,167824007.0,0,0,0,0,0,0,0,5000.0,0,2020,12809,19850701.0,35000.0,TOWN OF FLORIDA CITY PB 2-74 E50FT OF LOTS 17 & 18 BLK 20 LOT SIZE 50.000 X 100 OR 16381-4724 0594 3,2,,City of Florida City,Governmental,
37993,37993,21138,141020110360,,,Miami,33135-4001,444 SW 2 AVE 3RD FL,,,MIAMI,FL,33130,USA,City of Miami,CITY OF MIAMI,,,Governmental,N,,8066,VACANT GOVERNMENTAL : EXTRA FEA OTHER THAN PARKING,14102011.0,0,0,0,0,0,0,0,5000.0,0,2020,300290,20190227.0,2255000.0,2 53 41 LAWRENCE EST LAND CO PB 2-52 S100FT LOT 12 BLK 99 LOT SIZE 5000 SQUARE FEET COC 23780-0378 08 2005 6,2,,City of Miami,Governmental,
14766,14766,130145,131250190380,169 NW 35 ST,,Miami,33127-3519,444 SW 2 AVE STE #325,,,MIAMI,FL,33130-1910,,City of Miami,CITY OF MIAMI-DEPT OF P&D,ASSET MANAGEMENT DIVISION,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,13125019.0,0,0,0,0,0,0,0,5000.0,0,2020,64839,19911001.0,4500.0,25 53 41 WYNDWOOD PARK PB 5-23 LOT 16 BLK 2 LOT SIZE 50.000 X 100 OR 16326-3280 0294 3,2,,City of Miami,Governmental,
255,255,43770,101040802090,721 NW 5 AVE,,Miami,33136-3207,444 SW 2 AVE STE #325,,,MIAMI,FL,33130-1910,,City of Miami,CITY OF MIAMI-DEPT OF P&D,ASSET MANAGEMENT DIVISION,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,10104080.0,0,0,0,0,0,0,0,5000.0,0,2020,107177,,,MIAMI NORTH PB B-41 N50FT OF LOTS 11 & 12 BLK 48 LOT SIZE 5000 SQ FT OR 16355-3229 0594 3,2,,City of Miami,Governmental,
254,254,178013,101040802080,731 NW 5 AVE,,Miami,33136-3207,444 SW 2 AVE STE #325,,,MIAMI,FL,33130-1910,,City of Miami,CITY OF MIAMI-DEPT OF P&D,ASSET MANAGEMENT DIVISION,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,10104080.0,0,0,0,0,0,0,0,5000.0,0,2020,107177,,,MIAMI NORTH PB B-41 S50FT OF LOTS 9 & 10 BLK 48 LOT SIZE 5000 SQ FT OR 16239-524 0294 3,2,,City of Miami,Governmental,
153903,153903,66760,821220070270,14270 NW 22 PL,,Opa-locka,33054-3723,777 SHARAZAD BLVD,,,OPA LOCKA,FL,33054-3521,,City of Opa Locka,CITY OF OPA LOCKA,,,Governmental,N,,81,VACANT RESIDENTIAL : VACANT LAND,82122007.0,0,0,0,0,0,0,0,5000.0,0,2020,17492,19910201.0,0.0,MAGNOLIA GARDENS CONSOLIDATED 1ST ADD PB 49-60 LOT 1 BLK 353 LOT SIZE 50.000 X 100 OR 17690-3463 0597 4,2,,City of Opa Locka,Governmental,
185378,185378,556439,1678240140371,969 NW 14 ST,,Florida City,33034-1861,404 WEST PALM DR,,,FLORIDA CITY,FL,33034,USA,Community Redevelopment Agency,CITY OF FLA CITY,COMMUNITY REDEV AGENCY,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,167824014.0,0,0,0,0,0,0,0,5000.0,0,2020,16470,20120316.0,40000.0,24 57 38 MAC ARTHUR HOMESITES PB 43-99 N100FT OF W50FT OF LOT 16 BLK 2 LOT SIZE 50.000 X 100 OR 17595-4472 0497 1 COC 23661-0096 08 2005 1,2,,Community Redevelopment Agency,Governmental,
185144,185144,166046,1678240080310,530 NW 15 ST,,Florida City,33034-1862,404 WEST PALM DR,,,FLORIDA CITY,FL,33034,USA,Community Redevelopment Agency,FLORIDA CITY COMMUNITY,REDEVELOPMENT AGENCY,,Governmental,N,,81,VACANT RESIDENTIAL : VACANT LAND,167824008.0,0,0,0,0,0,0,0,5000.0,0,2020,16470,20140326.0,100.0,24 57 38 WASHINGTON PARK PB 9-13 LOT 9 BLK 5 LOT SIZE 50.000 X 100 COC 23211-4977 03 2005 3,2,,Community Redevelopment Agency,Governmental,
27654,27654,92873,131370280020,728 NW 4 AVE,,Miami,33136-3809,49 NW 5 ST STE 100,,,MIAMI,FL,33138,USA,Community Redevelopment Agency,SOUTHEAST OVERTOWN/PARK,WEST COMM REDEVELOPMENT AGENCY,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,13137028.0,0,0,0,0,0,0,0,5000.0,0,2020,132865,20111228.0,247500.0,DAVENPORTS SUB PB 1-81 LOT 3 LOT SIZE 50.000 X 100 OR 19886-1204 0101 5,2,,Community Redevelopment Agency,Governmental,
27653,27653,32471,131370280010,734 NW 4 AVE,,Miami,33136-3809,49 NW 5 ST STE 100,,,MIAMI,FL,33128,USA,Community Redevelopment Agency,SOUTHEAST OVERTOWN PARK,WEST COMM REDEVELOPMENT AGENCY,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,13137028.0,0,0,0,0,0,0,0,5000.0,0,2020,132865,20111228.0,247500.0,DAVENPORTS SUB PB 1-81 LOT 2 LOT SIZE 50.000 X 100 OR 19886-1211 THRU 1212 0101 5,2,,Community Redevelopment Agency,Governmental,
